DBN,School Name,Year,Total Enrollment,Grade 3K+PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
02M288,Food and Finance High School,2018-19,375,0,0,0,0,0,0,0,0,0,0,128,93,81,73,216,0.576,159,0.424,21,0.056,130,0.347,199,0.531,15,0.04,10,0.027,74,0.197,12,0.032,312,83.2%,78.3%
02M288,Food and Finance High School,2019-20,379,0,0,0,0,0,0,0,0,0,0,124,106,72,77,225,0.594,154,0.406,21,0.055,119,0.314,217,0.573,6,0.016,16,0.042,82,0.216,14,0.037,323,85.2%,78.0%
02M289,I.S. 289,2015-16,289,0,0,0,0,0,0,0,99,100,90,0,0,0,0,158,0.547,131,0.453,111,0.384,24,0.083,37,0.128,7,0.024,110,0.381,57,0.197,3,0.01,121,41.9%,39.6%
02M289,I.S. 289,2016-17,281,0,0,0,0,0,0,0,95,92,94,0,0,0,0,147,0.523,134,0.477,118,0.42,16,0.057,34,0.121,7,0.025,106,0.377,66,0.235,3,0.011,123,43.8%,36.9%
02M289,I.S. 289,2017-18,283,0,0,0,0,0,0,0,99,93,91,0,0,0,0,134,0.473,149,0.527,125,0.442,11,0.039,32,0.113,6,0.021,109,0.385,66,0.233,5,0.018,142,50.2%,46.1%
02M289,I.S. 289,2018-19,284,0,0,0,0,0,0,0,98,93,93,0,0,0,0,125,0.44,159,0.56,138,0.486,12,0.042,42,0.148,8,0.028,84,0.296,65,0.229,14,0.049,150,52.8%,48.0%
02M289,I.S. 289,2019-20,276,0,0,0,0,0,0,0,90,93,93,0,0,0,0,131,0.475,145,0.525,138,0.5,11,0.04,51,0.185,9,0.033,67,0.243,59,0.214,9,0.033,132,47.8%,50.2%
02M290,P.S. 290 Manhattan New School,2015-16,627,0,112,115,107,86,93,114,0,0,0,0,0,0,0,329,0.525,298,0.475,68,0.108,9,0.014,54,0.086,41,0.065,455,0.726,86,0.137,19,0.03,63,10.0%,6.1%
02M290,P.S. 290 Manhattan New School,2016-17,592,0,101,107,102,102,88,92,0,0,0,0,0,0,0,318,0.537,274,0.463,64,0.108,13,0.022,48,0.081,39,0.066,428,0.723,88,0.149,23,0.039,64,10.8%,5.9%
02M290,P.S. 290 Manhattan New School,2017-18,631,40,114,96,105,94,96,86,0,0,0,0,0,0,0,332,0.526,299,0.474,68,0.108,14,0.022,55,0.087,40,0.063,454,0.719,98,0.155,17,0.027,74,11.7%,10.6%
02M290,P.S. 290 Manhattan New School,2018-19,595,37,98,102,79,98,88,93,0,0,0,0,0,0,0,329,0.553,266,0.447,65,0.109,17,0.029,56,0.094,36,0.061,421,0.708,99,0.166,13,0.022,81,13.6%,9.0%
02M290,P.S. 290 Manhattan New School,2019-20,573,54,83,92,94,77,91,82,0,0,0,0,0,0,0,314,0.548,259,0.452,59,0.103,20,0.035,63,0.11,27,0.047,404,0.705,94,0.164,19,0.033,71,12.4%,9.7%
02M294,Essex Street Academy,2015-16,356,0,0,0,0,0,0,0,0,0,0,87,105,83,81,180,0.506,176,0.494,21,0.059,136,0.382,154,0.433,18,0.051,27,0.076,98,0.275,14,0.039,254,71.3%,64.2%
02M294,Essex Street Academy,2016-17,352,0,0,0,0,0,0,0,0,0,0,89,89,94,80,174,0.494,178,0.506,18,0.051,139,0.395,149,0.423,23,0.065,23,0.065,102,0.29,15,0.043,257,73.0%,65.1%
02M294,Essex Street Academy,2017-18,340,0,0,0,0,0,0,0,0,0,0,93,86,78,83,188,0.553,152,0.447,21,0.062,130,0.382,139,0.409,30,0.088,20,0.059,87,0.256,12,0.035,239,70.3%,71.7%
02M294,Essex Street Academy,2018-19,339,0,0,0,0,0,0,0,0,0,0,89,98,81,71,191,0.563,148,0.437,22,0.065,117,0.345,145,0.428,21,0.062,34,0.1,92,0.271,12,0.035,231,68.1%,69.0%
02M294,Essex Street Academy,2019-20,338,0,0,0,0,0,0,0,0,0,0,87,86,97,68,195,0.577,143,0.423,24,0.071,104,0.308,146,0.432,17,0.05,47,0.139,86,0.254,11,0.033,223,66.0%,67.1%
02M296,High School of Hospitality Management,2015-16,402,0,0,0,0,0,0,0,0,0,0,131,103,80,88,293,0.729,109,0.271,16,0.04,97,0.241,274,0.682,7,0.017,8,0.02,78,0.194,34,0.085,363,90.3%,73.4%
02M296,High School of Hospitality Management,2016-17,398,0,0,0,0,0,0,0,0,0,0,123,120,83,72,293,0.736,105,0.264,12,0.03,107,0.269,256,0.643,12,0.03,11,0.028,85,0.214,34,0.085,366,92.0%,75.5%
02M296,High School of Hospitality Management,2017-18,391,0,0,0,0,0,0,0,0,0,0,141,115,67,68,280,0.716,111,0.284,16,0.041,110,0.281,235,0.601,20,0.051,10,0.026,82,0.21,37,0.095,361,92.3%,86.2%
02M296,High School of Hospitality Management,2018-19,380,0,0,0,0,0,0,0,0,0,0,118,131,53,78,252,0.663,128,0.337,19,0.05,105,0.276,236,0.621,13,0.034,7,0.018,99,0.261,35,0.092,344,90.5%,87.2%
02M296,High School of Hospitality Management,2019-20,337,0,0,0,0,0,0,0,0,0,0,100,103,66,68,213,0.632,124,0.368,14,0.042,82,0.243,231,0.685,4,0.012,6,0.018,87,0.258,30,0.089,302,89.6%,87.1%
02M297,M.S. 297,2017-18,193,0,0,0,0,0,0,0,193,0,0,0,0,0,0,100,0.518,93,0.482,17,0.088,18,0.093,37,0.192,5,0.026,116,0.601,42,0.218,6,0.031,59,30.6%,29.3%
02M297,M.S. 297,2018-19,561,0,0,0,0,0,0,0,341,220,0,0,0,0,0,289,0.515,272,0.485,48,0.086,53,0.094,129,0.23,26,0.046,305,0.544,129,0.23,19,0.034,164,29.2%,31.1%
02M297,M.S. 297,2019-20,841,0,0,0,0,0,0,0,302,320,219,0,0,0,0,444,0.528,397,0.472,70,0.083,77,0.092,213,0.253,41,0.049,440,0.523,184,0.219,25,0.03,261,31.0%,35.2%
02M298,Pace High School,2015-16,478,0,0,0,0,0,0,0,0,0,0,160,114,95,109,286,0.598,192,0.402,47,0.098,152,0.318,245,0.513,27,0.056,7,0.015,76,0.159,8,0.017,383,80.1%,67.6%
02M298,Pace High School,2016-17,508,0,0,0,0,0,0,0,0,0,0,161,152,103,92,301,0.593,207,0.407,43,0.085,162,0.319,267,0.526,23,0.045,13,0.026,98,0.193,12,0.024,379,74.6%,65.9%
02M298,Pace High School,2017-18,537,0,0,0,0,0,0,0,0,0,0,155,165,115,102,311,0.579,225,0.419,43,0.08,177,0.33,272,0.507,24,0.045,21,0.039,106,0.197,13,0.024,435,81.0%,74.9%
02M298,Pace High School,2018-19,572,0,0,0,0,0,0,0,0,0,0,155,137,159,121,324,0.566,248,0.434,26,0.045,191,0.334,310,0.542,23,0.04,22,0.038,105,0.184,17,0.03,454,79.4%,75.1%
02M298,Pace High School,2019-20,549,0,0,0,0,0,0,0,0,0,0,141,165,124,119,304,0.554,245,0.446,28,0.051,179,0.326,288,0.525,27,0.049,27,0.049,108,0.197,17,0.031,434,79.1%,77.3%
02M300,"Urban Assembly School of Design and Construction,",2015-16,400,0,0,0,0,0,0,0,0,0,0,114,117,83,86,111,0.278,289,0.723,15,0.038,109,0.273,256,0.64,8,0.02,12,0.03,89,0.222,30,0.075,313,78.3%,74.5%
02M300,"Urban Assembly School of Design and Construction,",2016-17,391,0,0,0,0,0,0,0,0,0,0,100,117,83,91,104,0.266,287,0.734,14,0.036,99,0.253,260,0.665,7,0.018,11,0.028,92,0.235,43,0.11,313,80.1%,71.1%
02M300,"Urban Assembly School of Design and Construction,",2017-18,356,0,0,0,0,0,0,0,0,0,0,71,100,97,88,104,0.292,252,0.708,18,0.051,86,0.242,239,0.671,8,0.022,5,0.014,85,0.239,37,0.104,308,86.5%,87.0%
02M300,"Urban Assembly School of Design and Construction,",2018-19,302,0,0,0,0,0,0,0,0,0,0,69,72,80,81,90,0.298,212,0.702,17,0.056,69,0.228,205,0.679,3,0.01,8,0.026,78,0.258,35,0.116,246,81.5%,86.8%
02M300,"Urban Assembly School of Design and Construction,",2019-20,263,0,0,0,0,0,0,0,0,0,0,65,69,66,63,90,0.342,173,0.658,17,0.065,55,0.209,182,0.692,5,0.019,4,0.015,76,0.289,20,0.076,213,81.0%,85.6%
02M303,"Facing History School, The",2015-16,409,0,0,0,0,0,0,0,0,0,0,154,113,80,62,209,0.511,200,0.489,8,0.02,114,0.279,270,0.66,6,0.015,11,0.027,99,0.242,74,0.181,291,71.1%,79.5%
02M303,"Facing History School, The",2016-17,431,0,0,0,0,0,0,0,0,0,0,166,115,85,65,210,0.487,221,0.513,7,0.016,111,0.258,297,0.689,9,0.021,7,0.016,100,0.232,71,0.165,305,70.8%,78.8%
02M303,"Facing History School, The",2017-18,382,0,0,0,0,0,0,0,0,0,0,93,121,92,76,174,0.455,208,0.545,5,0.013,94,0.246,271,0.709,6,0.016,6,0.016,89,0.233,57,0.149,316,82.7%,87.1%
02M303,"Facing History School, The",2018-19,372,0,0,0,0,0,0,0,0,0,0,105,87,103,77,174,0.468,198,0.532,4,0.011,95,0.255,260,0.699,5,0.013,8,0.022,91,0.245,41,0.11,301,80.9%,86.2%
02M303,"Facing History School, The",2019-20,350,0,0,0,0,0,0,0,0,0,0,109,84,62,95,167,0.477,183,0.523,1,0.003,91,0.26,240,0.686,9,0.026,9,0.026,88,0.251,35,0.1,288,82.3%,86.7%
02M305,"Urban Assembly Academy of Government and Law, The",2015-16,331,0,0,0,0,0,0,0,0,0,0,100,89,76,66,184,0.556,147,0.444,20,0.06,131,0.396,166,0.502,1,0.003,13,0.039,78,0.236,14,0.042,264,79.8%,74.8%
02M305,"Urban Assembly Academy of Government and Law, The",2016-17,316,0,0,0,0,0,0,0,0,0,0,101,90,59,66,182,0.576,134,0.424,16,0.051,116,0.367,173,0.547,1,0.003,10,0.032,74,0.234,16,0.051,265,83.9%,76.2%
02M305,"Urban Assembly Academy of Government and Law, The",2017-18,307,0,0,0,0,0,0,0,0,0,0,101,95,59,52,166,0.541,141,0.459,11,0.036,123,0.401,162,0.528,3,0.01,8,0.026,69,0.225,17,0.055,267,87.0%,85.8%
02M305,"Urban Assembly Academy of Government and Law, The",2018-19,324,0,0,0,0,0,0,0,0,0,0,125,77,67,55,189,0.583,135,0.417,19,0.059,109,0.336,183,0.565,3,0.009,10,0.031,67,0.207,13,0.04,272,84.0%,85.0%
02M305,"Urban Assembly Academy of Government and Law, The",2019-20,322,0,0,0,0,0,0,0,0,0,0,109,95,59,59,180,0.559,142,0.441,22,0.068,112,0.348,179,0.556,3,0.009,6,0.019,70,0.217,11,0.034,279,86.6%,86.8%
02M308,Lower Manhattan Arts Academy,2015-16,353,0,0,0,0,0,0,0,0,0,0,100,100,89,64,248,0.703,105,0.297,34,0.096,93,0.263,199,0.564,17,0.048,10,0.028,111,0.314,14,0.04,212,60.1%,68.7%
02M308,Lower Manhattan Arts Academy,2016-17,354,0,0,0,0,0,0,0,0,0,0,114,86,80,74,247,0.698,107,0.302,31,0.088,97,0.274,196,0.554,19,0.054,11,0.031,123,0.347,16,0.045,204,57.6%,66.2%
02M308,Lower Manhattan Arts Academy,2017-18,329,0,0,0,0,0,0,0,0,0,0,104,86,71,68,234,0.711,95,0.289,27,0.082,91,0.277,183,0.556,19,0.058,9,0.027,117,0.356,21,0.064,249,75.7%,82.1%
02M308,Lower Manhattan Arts Academy,2018-19,290,0,0,0,0,0,0,0,0,0,0,101,71,65,53,188,0.648,102,0.352,25,0.086,80,0.276,162,0.559,15,0.052,8,0.028,106,0.366,20,0.069,220,75.9%,81.8%
02M308,Lower Manhattan Arts Academy,2019-20,314,0,0,0,0,0,0,0,0,0,0,108,76,65,65,205,0.653,109,0.347,26,0.083,89,0.283,188,0.599,4,0.013,7,0.022,109,0.347,18,0.057,247,78.7%,84.9%
02M312,New York City Lab Middle School for Collaborative,2015-16,551,0,0,0,0,0,0,0,190,177,184,0,0,0,0,271,0.492,280,0.508,258,0.468,13,0.024,41,0.074,50,0.091,189,0.343,84,0.152,4,0.007,159,28.9%,29.6%
02M312,New York City Lab Middle School for Collaborative,2016-17,541,0,0,0,0,0,0,0,187,180,174,0,0,0,0,212,0.392,329,0.608,281,0.519,10,0.018,31,0.057,38,0.07,181,0.335,83,0.153,6,0.011,164,30.3%,29.5%
02M312,New York City Lab Middle School for Collaborative,2017-18,554,0,0,0,0,0,0,0,196,177,181,0,0,0,0,229,0.413,325,0.587,305,0.551,11,0.02,36,0.065,36,0.065,166,0.3,91,0.164,8,0.014,215,38.8%,38.4%
02M312,New York City Lab Middle School for Collaborative,2018-19,563,0,0,0,0,0,0,0,196,180,187,0,0,0,0,251,0.446,312,0.554,360,0.639,7,0.012,30,0.053,35,0.062,131,0.233,81,0.144,9,0.016,198,35.2%,37.5%
02M312,New York City Lab Middle School for Collaborative,2019-20,603,0,0,0,0,0,0,0,241,181,181,0,0,0,0,301,0.499,302,0.501,362,0.6,10,0.017,39,0.065,44,0.073,148,0.245,77,0.128,5,0.008,205,34.0%,35.1%
02M313,"James Baldwin School, The: A School for Expedition",2015-16,265,0,0,0,0,0,0,0,0,0,0,31,95,80,59,142,0.536,123,0.464,2,0.008,118,0.445,129,0.487,3,0.011,13,0.049,50,0.189,16,0.06,202,76.2%,70.7%
02M313,"James Baldwin School, The: A School for Expedition",2016-17,267,0,0,0,0,0,0,0,0,0,0,37,82,30,118,137,0.513,130,0.487,3,0.011,116,0.434,130,0.487,4,0.015,14,0.052,53,0.199,20,0.075,197,73.8%,69.9%
02M313,"James Baldwin School, The: A School for Expedition",2017-18,258,0,0,0,0,0,0,0,0,0,0,16,69,81,92,133,0.516,125,0.484,7,0.027,106,0.411,130,0.504,2,0.008,13,0.05,68,0.264,16,0.062,212,82.2%,80.3%
02M313,"James Baldwin School, The: A School for Expedition",2018-19,245,0,0,0,0,0,0,0,0,0,0,19,55,60,111,122,0.498,123,0.502,6,0.024,98,0.4,128,0.522,2,0.008,11,0.045,80,0.327,21,0.086,203,82.9%,80.5%
02M313,"James Baldwin School, The: A School for Expedition",2019-20,234,0,0,0,0,0,0,0,0,0,0,35,54,47,98,122,0.521,112,0.479,7,0.03,106,0.453,110,0.47,1,0.004,10,0.043,83,0.355,17,0.073,185,79.1%,84.9%
02M316,"Urban Assembly School of Business for Young Women,",2015-16,359,0,0,0,0,0,0,0,0,0,0,117,91,67,84,359,1,0,0,12,0.033,196,0.546,127,0.354,15,0.042,9,0.025,72,0.201,18,0.05,301,83.8%,70.1%
02M391,District 2 Pre-K Center,2016-17,346,346,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0.52,166,0.48,73,0.211,24,0.069,54,0.156,38,0.11,157,0.454,22,0.064,0,0,41,11.8%,12.8%
02M316,"Urban Assembly School of Business for Young Women,",2016-17,275,0,0,0,0,0,0,0,0,0,0,104,67,60,44,275,1,0,0,7,0.025,156,0.567,92,0.335,16,0.058,4,0.015,39,0.142,9,0.033,222,80.7%,70.5%
02M316,"Urban Assembly School of Business for Young Women,",2017-18,232,0,0,0,0,0,0,0,0,0,0,65,75,40,52,232,1,0,0,6,0.026,136,0.586,72,0.31,12,0.052,6,0.026,39,0.168,12,0.052,195,84.1%,80.5%
02M316,"Urban Assembly School of Business for Young Women,",2018-19,179,0,0,0,0,0,0,0,0,0,0,49,42,49,39,179,1,0,0,9,0.05,88,0.492,66,0.369,10,0.056,6,0.034,30,0.168,13,0.073,154,86.0%,83.8%
02M316,"Urban Assembly School of Business for Young Women,",2019-20,178,0,0,0,0,0,0,0,0,0,0,53,46,32,47,178,1,0,0,12,0.067,78,0.438,75,0.421,6,0.034,7,0.039,25,0.14,16,0.09,154,86.5%,87.0%
02M340,Sixth Avenue Elementary School,2015-16,155,70,48,37,0,0,0,0,0,0,0,0,0,0,0,81,0.523,74,0.477,15,0.097,7,0.045,22,0.142,12,0.077,99,0.639,25,0.161,0,0,17,11.0%,9.2%
02M340,Sixth Avenue Elementary School,2016-17,208,63,66,44,35,0,0,0,0,0,0,0,0,0,0,113,0.543,95,0.457,19,0.091,6,0.029,22,0.106,25,0.12,136,0.654,34,0.163,3,0.014,13,6.3%,9.4%
02M340,Sixth Avenue Elementary School,2017-18,277,71,67,63,41,35,0,0,0,0,0,0,0,0,0,146,0.527,131,0.473,20,0.072,10,0.036,36,0.13,33,0.119,178,0.643,48,0.173,3,0.011,28,10.1%,13.8%
02M340,Sixth Avenue Elementary School,2018-19,339,72,75,56,60,41,35,0,0,0,0,0,0,0,0,165,0.487,174,0.513,29,0.086,8,0.024,39,0.115,50,0.147,213,0.628,69,0.204,4,0.012,30,8.8%,12.9%
02M340,Sixth Avenue Elementary School,2019-20,400,72,69,68,55,59,42,35,0,0,0,0,0,0,0,191,0.477,209,0.522,33,0.083,14,0.035,46,0.115,56,0.14,251,0.627,60,0.15,0,0,45,11.2%,14.8%
02M343,The Peck Slip School,2015-16,279,36,82,72,48,41,0,0,0,0,0,0,0,0,0,146,0.523,133,0.477,45,0.161,9,0.032,37,0.133,23,0.082,165,0.591,53,0.19,13,0.047,35,12.5%,9.6%
02M343,The Peck Slip School,2016-17,377,36,96,75,71,54,45,0,0,0,0,0,0,0,0,201,0.533,176,0.467,62,0.164,15,0.04,50,0.133,41,0.109,209,0.554,64,0.17,8,0.021,27,7.2%,7.6%
02M343,The Peck Slip School,2017-18,441,35,97,85,70,61,51,42,0,0,0,0,0,0,0,229,0.519,212,0.481,81,0.184,20,0.045,52,0.118,57,0.129,231,0.524,85,0.193,11,0.025,43,9.8%,10.7%
02M343,The Peck Slip School,2018-19,468,36,100,82,72,68,59,51,0,0,0,0,0,0,0,251,0.536,217,0.464,74,0.158,19,0.041,60,0.128,66,0.141,249,0.532,89,0.19,8,0.017,64,13.7%,11.1%
02M343,The Peck Slip School,2019-20,458,35,87,74,75,67,62,58,0,0,0,0,0,0,0,247,0.539,211,0.461,79,0.172,29,0.063,62,0.135,61,0.133,227,0.496,84,0.183,8,0.017,69,15.1%,16.2%
02M347,The 47 American Sign Language & English Lower Scho,2015-16,189,60,19,18,14,18,13,19,11,6,11,0,0,0,0,93,0.492,96,0.508,7,0.037,42,0.222,87,0.46,9,0.048,44,0.233,111,0.587,12,0.063,127,67.2%,57.8%
02M347,The 47 American Sign Language & English Lower Scho,2016-17,195,55,26,21,17,13,17,12,16,11,7,0,0,0,0,97,0.497,98,0.503,5,0.026,42,0.215,89,0.456,15,0.077,44,0.226,107,0.549,9,0.046,125,64.1%,60.8%
02M347,The 47 American Sign Language & English Lower Scho,2017-18,197,52,32,16,20,13,10,15,12,17,10,0,0,0,0,102,0.518,95,0.482,6,0.03,39,0.198,85,0.431,17,0.086,50,0.254,107,0.543,51,0.259,123,62.4%,68.6%
02M347,The 47 American Sign Language & English Lower Scho,2018-19,193,56,18,21,11,20,11,9,16,10,21,0,0,0,0,100,0.518,93,0.482,7,0.036,41,0.212,85,0.44,10,0.052,50,0.259,98,0.508,38,0.197,133,68.9%,71.0%
02M347,The 47 American Sign Language & English Lower Scho,2019-20,181,59,20,12,18,10,16,9,12,14,11,0,0,0,0,90,0.497,91,0.503,8,0.044,39,0.215,81,0.448,6,0.033,47,0.26,94,0.519,28,0.155,116,64.1%,67.7%
02M374,Gramercy Arts High School,2015-16,523,0,0,0,0,0,0,0,0,0,0,160,188,90,85,377,0.721,146,0.279,22,0.042,215,0.411,224,0.428,32,0.061,30,0.057,95,0.182,11,0.021,388,74.2%,65.5%
02M374,Gramercy Arts High School,2016-17,534,0,0,0,0,0,0,0,0,0,0,159,162,98,115,386,0.723,148,0.277,17,0.032,219,0.41,228,0.427,35,0.066,35,0.066,81,0.152,7,0.013,424,79.4%,64.0%
02M374,Gramercy Arts High School,2017-18,491,0,0,0,0,0,0,0,0,0,0,138,152,95,106,364,0.741,127,0.259,18,0.037,176,0.358,238,0.485,29,0.059,30,0.061,83,0.169,8,0.016,407,82.9%,76.3%
02M374,Gramercy Arts High School,2018-19,468,0,0,0,0,0,0,0,0,0,0,135,113,112,108,331,0.707,137,0.293,20,0.043,157,0.335,232,0.496,29,0.062,30,0.064,80,0.171,10,0.021,376,80.3%,76.4%
02M374,Gramercy Arts High School,2019-20,449,0,0,0,0,0,0,0,0,0,0,143,117,80,109,306,0.682,143,0.318,25,0.056,149,0.332,232,0.517,16,0.036,27,0.06,82,0.183,8,0.018,371,82.6%,80.2%
02M376,NYC iSchool,2015-16,457,0,0,0,0,0,0,0,0,0,0,127,116,106,108,257,0.562,200,0.438,33,0.072,87,0.19,168,0.368,27,0.059,142,0.311,68,0.149,2,0.004,194,42.5%,41.0%
02M376,NYC iSchool,2016-17,449,0,0,0,0,0,0,0,0,0,0,109,121,114,105,247,0.55,202,0.45,35,0.078,83,0.185,131,0.292,36,0.08,164,0.365,61,0.136,2,0.004,170,37.9%,38.0%
02M376,NYC iSchool,2017-18,457,0,0,0,0,0,0,0,0,0,0,124,105,116,112,251,0.549,205,0.449,39,0.085,79,0.173,110,0.241,41,0.09,188,0.411,65,0.142,5,0.011,185,40.5%,39.4%
02M376,NYC iSchool,2018-19,466,0,0,0,0,0,0,0,0,0,0,131,125,101,109,252,0.541,214,0.459,39,0.084,69,0.148,99,0.212,46,0.099,213,0.457,77,0.165,5,0.011,158,33.9%,34.7%
02M376,NYC iSchool,2019-20,465,0,0,0,0,0,0,0,0,0,0,120,127,119,99,267,0.574,198,0.426,40,0.086,57,0.123,119,0.256,31,0.067,218,0.469,92,0.198,5,0.011,185,39.8%,38.6%
02M391,District 2 Pre-K Center,2015-16,234,234,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0.521,112,0.479,40,0.171,24,0.103,42,0.179,6,0.026,122,0.521,17,0.073,0,0,46,19.7%,14.1%
02M391,District 2 Pre-K Center,2017-18,355,355,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0.485,183,0.515,66,0.186,21,0.059,58,0.163,30,0.085,180,0.507,26,0.073,0,0,41,11.5%,15.1%
02M391,District 2 Pre-K Center,2018-19,465,465,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0.488,238,0.512,102,0.219,25,0.054,53,0.114,50,0.108,235,0.505,44,0.095,0,0,47,10.1%,14.9%
02M391,District 2 Pre-K Center,2019-20,556,556,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0.455,303,0.545,95,0.171,36,0.065,65,0.117,58,0.104,302,0.543,78,0.14,0,0,74,13.3%,16.8%
02M392,Manhattan Business Academy,2015-16,423,0,0,0,0,0,0,0,0,0,0,118,112,103,90,197,0.466,226,0.534,16,0.038,116,0.274,258,0.61,14,0.033,19,0.045,76,0.18,22,0.052,349,82.5%,68.2%
02M392,Manhattan Business Academy,2016-17,432,0,0,0,0,0,0,0,0,0,0,121,116,103,92,202,0.468,230,0.532,14,0.032,107,0.248,281,0.65,12,0.028,18,0.042,87,0.201,30,0.069,371,85.9%,69.6%
02M392,Manhattan Business Academy,2017-18,423,0,0,0,0,0,0,0,0,0,0,131,110,93,89,190,0.449,233,0.551,22,0.052,87,0.206,287,0.678,11,0.026,16,0.038,91,0.215,32,0.076,385,91.0%,80.6%
02M392,Manhattan Business Academy,2018-19,414,0,0,0,0,0,0,0,0,0,0,104,118,103,89,189,0.457,225,0.543,26,0.063,92,0.222,269,0.65,7,0.017,20,0.048,87,0.21,26,0.063,363,87.7%,81.6%
02M392,Manhattan Business Academy,2019-20,406,0,0,0,0,0,0,0,0,0,0,102,98,111,95,180,0.443,226,0.557,17,0.042,88,0.217,275,0.677,8,0.02,18,0.044,82,0.202,25,0.062,354,87.2%,85.1%
02M393,Business Of Sports School,2015-16,448,0,0,0,0,0,0,0,0,0,0,151,122,101,74,155,0.346,293,0.654,9,0.02,144,0.321,287,0.641,3,0.007,5,0.011,104,0.232,30,0.067,278,62.1%,71.3%
02M393,Business Of Sports School,2016-17,449,0,0,0,0,0,0,0,0,0,0,143,123,92,91,171,0.381,278,0.619,9,0.02,142,0.316,282,0.628,6,0.013,10,0.022,112,0.249,38,0.085,296,65.9%,73.1%
02M393,Business Of Sports School,2017-18,426,0,0,0,0,0,0,0,0,0,0,130,122,90,84,178,0.418,248,0.582,6,0.014,143,0.336,261,0.613,6,0.014,10,0.023,110,0.258,36,0.085,317,74.4%,80.5%
02M393,Business Of Sports School,2018-19,429,0,0,0,0,0,0,0,0,0,0,131,115,101,82,158,0.368,271,0.632,5,0.012,141,0.329,263,0.613,7,0.016,13,0.03,104,0.242,35,0.082,314,73.2%,80.1%
02M393,Business Of Sports School,2019-20,428,0,0,0,0,0,0,0,0,0,0,128,121,92,87,138,0.322,290,0.678,3,0.007,150,0.35,261,0.61,5,0.012,9,0.021,110,0.257,29,0.068,321,75.0%,81.4%
02M394,Emma Lazarus High School,2015-16,266,0,0,0,0,0,0,0,0,0,0,121,122,23,0,123,0.462,143,0.538,143,0.538,29,0.109,65,0.244,5,0.019,24,0.09,0,0,199,0.748,249,93.6%,Above 95%
02M394,Emma Lazarus High School,2016-17,309,0,0,0,0,0,0,0,0,0,0,121,111,64,13,139,0.45,170,0.55,149,0.482,25,0.081,103,0.333,7,0.023,25,0.081,0,0,247,0.799,290,93.9%,Above 95%
02M394,Emma Lazarus High School,2017-18,296,0,0,0,0,0,0,0,0,0,0,173,29,94,0,139,0.47,157,0.53,134,0.453,30,0.101,98,0.331,8,0.027,26,0.088,0,0,237,0.801,Above 95%,Above 95%,Above 95%
02M394,Emma Lazarus High School,2018-19,315,0,0,0,0,0,0,0,0,0,0,139,103,31,42,140,0.444,175,0.556,127,0.403,55,0.175,97,0.308,8,0.025,28,0.089,0,0,255,0.81,298,94.6%,Above 95%
02M394,Emma Lazarus High School,2019-20,307,0,0,0,0,0,0,0,0,0,0,166,66,37,38,131,0.427,176,0.573,116,0.378,67,0.218,90,0.293,4,0.013,30,0.098,0,0,261,0.85,284,92.5%,Above 95%
02M397,Spruce Street School,2015-16,443,35,69,64,55,45,66,46,63,0,0,0,0,0,0,217,0.49,226,0.51,61,0.138,12,0.027,55,0.124,57,0.129,258,0.582,66,0.149,9,0.02,49,11.1%,7.4%
02M397,Spruce Street School,2016-17,508,36,72,63,63,49,46,61,61,57,0,0,0,0,0,254,0.5,254,0.5,79,0.156,17,0.033,64,0.126,68,0.134,280,0.551,78,0.154,14,0.028,63,12.4%,9.4%
02M397,Spruce Street School,2017-18,539,18,68,69,61,54,48,46,62,58,55,0,0,0,0,264,0.49,275,0.51,85,0.158,18,0.033,75,0.139,64,0.119,297,0.551,94,0.174,16,0.03,73,13.5%,13.7%
02M397,Spruce Street School,2018-19,560,18,68,65,64,62,54,45,62,61,61,0,0,0,0,274,0.489,286,0.511,92,0.164,22,0.039,89,0.159,59,0.105,298,0.532,123,0.22,14,0.025,99,17.7%,16.8%
02M397,Spruce Street School,2019-20,561,18,66,60,62,57,61,58,57,62,60,0,0,0,0,259,0.462,302,0.538,91,0.162,19,0.034,87,0.155,57,0.102,307,0.547,122,0.217,15,0.027,101,18.0%,17.2%
02M399,The High School For Language And Diplomacy,2015-16,443,0,0,0,0,0,0,0,0,0,0,104,127,105,107,245,0.553,198,0.447,138,0.312,82,0.185,193,0.436,9,0.02,21,0.047,78,0.176,45,0.102,373,84.2%,71.5%
02M399,The High School For Language And Diplomacy,2016-17,402,0,0,0,0,0,0,0,0,0,0,80,93,126,103,223,0.555,179,0.445,118,0.294,82,0.204,171,0.425,10,0.025,21,0.052,64,0.159,42,0.104,308,76.6%,70.6%
